nazwa,email,www,typ,miasto
AKADEMICKIE LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY, biuro@skk.pl, http://www.skk.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
AKADEMICKIE TECHNIKUM WOJSKOWE IM. "OBROŃCÓW WISŁY 1920 ROKU" WE WŁOCŁAWKU, sekretariat@zsa.wloclawek.pl, http://zsa.wloclawek.pl, Typ: Technikum,Włocławek
AP EDUKACJA POLICEALNA SZKOŁA ROZWOJU ZAWODOWEGO W TORUNIU,, http://, Typ: Szkoła policealna,Toruń
AP EDUKACJA POLICEALNA SZKOŁA ZAWODOWA W TORUNIU,, http://, Typ: Szkoła policealna,Toruń
BYDGOSKIE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH NR 1, dyrektor@menedzer.pl, http://www.menedzer.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
CENTRUM EDUKACJI DOROSŁYCH LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W BRODNICY, biuro@ced.edu.pl, http://www.ced.edu.pl, Typ: Liceum ogólnokształcące,Brodnica
CENTRUM EDUKACJI DOROSŁYCH POLICEALNE STUDIUM ZAWODOWE W BRODNICY, biuro@ced.edu.pl, http://www.ced.edu.pl, Typ: Szkoła policealna,Brodnica
CENTRUM EDUKACJI I KSZTAŁCENIA KADR TRZYLETNIE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W BĄDKOWIE,, http://, Typ: Liceum ogólnokształcące,Bądkowo
CZTEROLETNIE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH ATS W GRUDZIĄDZU, info@edukacja.grudziadz.com, http://www.edukacja.grudziadz.com, Typ: Liceum ogólnokształcące,Grudziądz
CZTEROLETNIE LICEUM OGÓLNOKSZTAŁCĄCE DLA MŁODZIEŻY Z ODDZIAŁAMI INTEGRACYJNYMI ATS W GRUDZIĄDZU,, http://, Typ: Liceum ogólnokształcące,Grudziądz
EUROPEJSKIE CENTRUM EDUKACJI W OPIECE DŁUGOTERMINOWEJ SZKOŁA POLICEALNA DLA OPIEKUNÓW MEDYCZNYCH W TORUNIU, opiekunmedyczny@tzmo.com.pl, http://opiekunmedyczny.com, Typ: Szkoła policealna,Toruń
EUROPEJSKIE CENTRUM EDUKACJI W OPIECE DŁUGOTERMINOWEJ-SZKOŁA POLICEALNA DLA OPIEKUNÓW MEDYCZNYCH W BYDGOSZCZY, opiekunmedyczny@tzmo.com.pl, http://opiekunmedyczny.com, Typ: Szkoła policealna,Bydgoszcz
FRANCISZKAŃSKIE LICEUM OGÓLNOKSZTAŁCĄCE W TORUNIU, flo@flo.torun.pl, http://flo.torun.pl/, Typ: Liceum ogólnokształcące,Toruń
GLOBAL EDUKACJA  LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W BYDGOSZCZY, jarekczaplicki@tlen.pl, http://www.globalit.edu.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
GLOBAL EDUKACJA  POLICEALNA SZKOŁA ZAWODOWA W BYDGOSZCZY, sekretariat@globaledukacja.edu.pl, http://www.globaledukacja.edu.pl, Typ: Szkoła policealna,Bydgoszcz
I KATOLICKIE LICEUM OGÓLNOKSZTAŁCĄCE IM. KRÓLA JANA III SOBIESKIEGO, sekretariat@katolik.lo.pl, http://www.katolik.bydgoszcz.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
I LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, zsnr1@bip.oswiata.bydgoszcz.pl, http://www.zsnr1.bydgoszcz.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
I LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO, sekretariat@ckziu.wloclawek.pl, http://www.ckziu.wloclawek.pl, Typ: Liceum ogólnokształcące,Włocławek
I LICEUM OGÓLNOKSZTAŁCĄCE IM ZIEMI KUJAWSKIEJ, kontakt@lzk.pl, http://lzk.pl, Typ: Liceum ogólnokształcące,Włocławek
I LICEUM OGÓLNOKSZTAŁCĄCE IM. BOLESŁAWA CHROBREGO, dyrektor@lo1.grudziadz.pl, http://www.lo1.pl, Typ: Liceum ogólnokształcące,Grudziądz
I LICEUM OGÓLNOKSZTAŁCĄCE IM. BOLESŁAWA KRZYWOUSTEGO W NAKLE NAD NOTECIĄ, sekretariat@krzywousty.edu.pl, http://www.krzywousty.edu.pl, Typ: Liceum ogólnokształcące,NakłonadNotecią
I LICEUM OGÓLNOKSZTAŁCĄCE IM. BRACI ŚNIADECKICH W ŻNINIE, lo@znin.pl, http://www.1lo.ovh.org, Typ: Liceum ogólnokształcące,Żnin
I LICEUM OGÓLNOKSZTAŁCĄCE IM. CYPRIANA KAMILA NORWIDA Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY, lo01@edu.bydgoszcz.pl, http://www.1lo.bydgoszcz.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
I LICEUM OGÓLNOKSZTAŁCĄCE IM. FILOMATÓW ZIEMI MICHAŁOWSKIEJ W BRODNICY, sekretariat@1lobrodnica.pl, http://www.1lobrodnica.pl, Typ: Liceum ogólnokształcące,Brodnica
I LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA KASPROWICZA Z ODDZIAŁAMI DWUJĘZYCZNYMI W INOWROCŁAWIU, szkola@kasprowicz.az.pl, http://kasprowicz.az.pl, Typ: Liceum ogólnokształcące,Inowrocław
I LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA, sekretariat@1lo.torun.pl, http://www.1lo.torun.pl, Typ: Liceum ogólnokształcące,Toruń
I LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA W CHEŁMNIE, 1lochelmno@wp.pl, http://, Typ: Liceum ogólnokształcące,Chełmno
I LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO W SZUBINIE, sekretariat@loszubin.pl, http://loszubin.pl, Typ: Liceum ogólnokształcące,Szubin
I LICEUM OGÓLNOKSZTAŁCĄCE IMIENIA FLORIANA CEYNOWY W ŚWIECIU, liceum_swiecie@poczta.onet.pl, http://www.1lo-swiecie.home.pl, Typ: Liceum ogólnokształcące,Świecie
I LICEUM OGÓLNOKSZTAŁCĄCE W ALEKSANDROWIE KUJAWSKIM, szkola@szkola1.pl, http://www.szkola1.pl, Typ: Liceum ogólnokształcące,AleksandrówKujawski
I PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY, ula.kieler@wp.pl, http://www.liceumwpalacu.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
II LICEUM OGÓLNOKSZTAŁCĄCE IM M. KOPERNIKA, lo2.wloclawek@wp.pl, http://lo2.wloclawek.pl, Typ: Liceum ogólnokształcące,Włocławek
II LICEUM OGÓLNOKSZTAŁCĄCE IM. KRÓLA JANA III SOBIESKIEGO, dyrektor@lo2.grudziadz.pl, http://www.lo2grudziadz.pl, Typ: Liceum ogólnokształcące,Grudziądz
II LICEUM OGÓLNOKSZTAŁCĄCE IM. KRÓLOWEJ JADWIGI, sekretariat@drugielo.torun.pl, http://www.drugielo.torun.pl, Typ: Liceum ogólnokształcące,Toruń
II LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII KONOPNICKIEJ, iilosekretariat@gmail.com, http://konopa.pl, Typ: Liceum ogólnokształcące,Inowrocław
II LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA W BYDGOSZCZY, lo02@edu.bydgoszcz.pl, http://www.lo02.edu.bydgoszcz.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
II LICEUM OGÓLNOKSZTAŁCĄCE W ALEKSANDROWIE KUJAWSKIM, hubal_zsnr2@poczta.fm, http://www.hubal.edu.pl, Typ: Liceum ogólnokształcące,AleksandrówKujawski
II LICEUM OGÓLNOKSZTAŁCĄCE W CHEŁMNIE, sekretariat@zs2.edu.pl, http://, Typ: Liceum ogólnokształcące,Chełmno
II LICEUM OGÓLNOKSZTAŁCĄCE W ŚWIECIU W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH I POLICEALNYCH, 2lo.swiecie@wp.pl, http://www.2lo-swiecie.pl, Typ: Liceum ogólnokształcące,Świecie
II LICEUM OGÓLNOKSZTAŁCĄCE W ŻNINIE, zst@znin.pl, http://www.zsp.znin.pl, Typ: Liceum ogólnokształcące,Żnin
II SPOŁECZNE LICEUM OGÓLNOKSZTAŁCĄCE, 2slo@2spoleczne.lo.pl, http://www.2spoleczne.lo.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
III LICEUM OGÓLNOKSZTAŁCĄCE IM. ADAMA MICKIEWICZA W BYDGOSZCZY, lo03@edu.bydgoszcz.pl, http://www.3lo.bydgoszcz.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
III LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA PAWŁA II, liceum3grud@op.pl, http://www.lo3.grudziadz.com.pl, Typ: Liceum ogólnokształcące,Grudziądz
III LICEUM OGÓLNOKSZTAŁCĄCE IM. KOMISJI EDUKACJI NARODOWEJ W ŻNINIE, zseh@znin.pl, http://www.zsehznin.edu.pl, Typ: Liceum ogólnokształcące,Żnin
III LICEUM OGÓLNOKSZTAŁCĄCE IM. KRÓLOWEJ JADWIGI, sekretariat3lo@gmail.com, http://krolowka.com, Typ: Liceum ogólnokształcące,Inowrocław
III LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII KONOPNICKIEJ, sekretariat@lmkwloclawek.pl, http://www.lmkwloclawek.pl, Typ: Liceum ogólnokształcące,Włocławek
III LICEUM OGÓLNOKSZTAŁCĄCE IM. SAMUELA BOGUMIŁA LINDEGO, sekretariat@3lo.torun.pl, http://www.3lo.torun.pl/, Typ: Liceum ogólnokształcące,Toruń
III LICEUM OGÓLNOKSZTAŁCĄCE W BRODNICY, sekretariat@zs1brodnica.pl, http://www.zs1brodnica.edu.pl, Typ: Liceum ogólnokształcące,Brodnica
III LICEUM OGÓLNOKSZTAŁCĄCE W ŚWIECIU W ZESPOLE SZKÓŁ PONADPODSTAWOWYCH, zsp_swiecie@go2.pl, http://www.zspswiecie.pl, Typ: Liceum ogólnokształcące,Świecie
INOWROCŁAWSKIE TECHNIKUM IM. HENRYKA ARCTOWSKIEGO W INOWROCŁAWIU,, http://, Typ: Technikum,Inowrocław
IV LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, zsea@edu.bydgoszcz.pl, http://www.zsea.bydgoszcz.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
IV LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA WIELKIEGO, dyrektor@lo4.grudziadz.pl, http://www.lo4.grudziadz.com.pl, Typ: Liceum ogólnokształcące,Grudziądz
IV LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA WIELKIEGO W BYDGOSZCZY, lo04@edu.bydgoszcz.pl, http://www.4lo.bydgoszcz.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
IV LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO, poczta@baczynski.org, http://baczynski.org/, Typ: Liceum ogólnokształcące,Włocławek
IV LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA KOŚCIUSZKI, dyrekcja@loiv.torun.pl, http://www.loiv.torun.pl, Typ: Liceum ogólnokształcące,Toruń
IV LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ CHEMICZNO-ELEKTRONICZNYCH IM. JANA PAWŁA II W INOWROCŁAWIU,, http://, Typ: Liceum ogólnokształcące,Inowrocław
IX LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA JAGIELOŃCZYKA, ixlotorun@interia.pl, http://ixlo.torun.pl/, Typ: Liceum ogólnokształcące,Toruń
IX LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA NOWAKOWSKIEGO Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY, lo09@edu.bydgoszcz.pl, http://www.lo9gim17.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
KATOLICKIE LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. DR BERNARDA SYCHTY, sekretariat@katolik-swiecie.pl, http://www.katolik-swiecie.pl, Typ: Liceum ogólnokształcące,Świecie
KATOLICKIE LICEUM OGÓLNOKSZTAŁCĄCE KSIĘŻY PALLOTYNÓW COLLEGIUM CULMENSE W CHEŁMNIE, dyrektorklig@gmail.com, http://www.klig.pl, Typ: Liceum ogólnokształcące,Chełmno
KRUSZWICKA SZKOŁA REALNA - LICEUM OGÓLNOKSZTAŁCĄCE DLA MŁODZIEŻY,, http://, Typ: Liceum ogólnokształcące,Inowrocław
LICEUM DLA DOROSŁYCH FAMA,, http://, Typ: Liceum ogólnokształcące,Inowrocław
LICEUM JAGIELLOŃSKIE - KATOLICKIE LICEUM AKADEMICKIE, poczta@lj.edu.pl, http://lj.edu.pl, Typ: Liceum ogólnokształcące,Toruń
LICEUM MUNDUROWE W TORUNIU, dagmara.chraplewska-kolcz@zdz.torun.pl, http://, Typ: Liceum ogólnokształcące,Toruń
LICEUM OGÓLNOKSZTAŁACĄCE IM.PRYMASA STEFANA KARDYNAŁA WYSZYŃSKIEGO, zs@zsdobrzejewice.pl, http://, Typ: Liceum ogólnokształcące,Dobrzejewice
LICEUM OGÓLNOKSZTAŁACĄCE STOWARZYSZENIA PRZYJACIÓŁ SZKÓŁ KATOLICKICH IM. BŁ. KSIĘDZA JERZEGO POPIEŁUSZKI, modzerowo@spsk.info.pl, http://, Typ: Liceum ogólnokształcące,Modzerowo
LICEUM OGÓLNOKSZTAŁCACE W BARCINIE, lobarcin@wp.pl, http://lo.gimbarcin.pl, Typ: Liceum ogólnokształcące,Barcin
LICEUM OGÓLNOKSZTAŁCACE W GRUBNIE, grubsek@op.pl, http://, Typ: Liceum ogólnokształcące,Stolno
LICEUM OGÓLNOKSZTAŁCĄCE, zsjablonowo@poczta.onet.pl, http://www.liceum-jablonowo.pl, Typ: Liceum ogólnokształcące,JabłonowoPomorskie
LICEUM OGÓLNOKSZTAŁCĄCE, zsskepe@gmail.com, http://zsskepe.pl, Typ: Liceum ogólnokształcące,Skępe
LICEUM OGÓLNOKSZTAŁCĄCE, zsskepe@gmail.com, http://zsskepe.pl, Typ: Liceum ogólnokształcące,Skępe
LICEUM OGÓLNOKSZTAŁCĄCE, lolipno@pro.onet.pl, http://lolipno.oswiata.org.pl, Typ: Liceum ogólnokształcące,Lipno
LICEUM OGÓLNOKSZTAŁCĄCE, zsjablonowo@poczta.onet.pl, http://www.liceum-jablonowo.pl, Typ: Liceum ogólnokształcące,JabłonowoPomorskie
LICEUM OGÓLNOKSZTAŁCĄCE, zslasinsekretariat@wp.pl, http://www.jagielonczyklasin.edu.pl, Typ: Liceum ogólnokształcące,Łasin
LICEUM OGÓLNOKSZTAŁCĄCE "MENEDŻER", sekretariat@zsm-swiecie.pl, http://www.zsm-swiecie.pl, Typ: Liceum ogólnokształcące,Świecie
LICEUM OGÓLNOKSZTAŁCĄCE "SPECTRUM" DLA DOROSŁYCH WE WŁOCŁAWKU, dyrektor@spectrum.edu.pl, http://www.spectrum.edu.pl, Typ: Liceum ogólnokształcące,Włocławek
LICEUM OGÓLNOKSZTAŁCĄCE "SPECTRUM" DLA DOROSŁYCH WE WŁOCŁAWKU, sekretariat@spectrum.edu.pl, http://www.spectrum.edu.pl, Typ: Liceum ogólnokształcące,Włocławek
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, zstlipno@op.pl, http://, Typ: Liceum ogólnokształcące,Lipno
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, sekretariat@zs-2.pl, http://www.zs-2.pl, Typ: Liceum ogólnokształcące,Golub-Dobrzyń
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH,, http://, Typ: Liceum ogólnokształcące,SępólnoKrajeńskie
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, zsskepe@gmail.com, http://zsskepe.pl, Typ: Liceum ogólnokształcące,Skępe
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH,, http://www.skk.pl, Typ: Liceum ogólnokształcące,Toruń
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, tcez@tuchola.pl, http://www.tcez.tuchola.pl, Typ: Liceum ogólnokształcące,Tuchola
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, biuro@ckpiuwabrzezno.internetdsl.pl, http://www.ckpiu.wabrzezno.internetdsl.pl, Typ: Liceum ogólnokształcące,Wąbrzeźno
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH,, http://www.zsmradziejow.edu.pl, Typ: Liceum ogólnokształcące,Radziejów
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, nckswiecie@wp.pl, http://www.nckswiecie.info, Typ: Liceum ogólnokształcące,Świecie
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, sekretariat@ckziubrodnica.pl, http://www.ckziubrodnica.pl, Typ: Liceum ogólnokształcące,Brodnica
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, biuro@skk.pl, http://www.skk.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH,, http://, Typ: Liceum ogólnokształcące,Inowrocław
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, szkola@szkola1.pl, http://www.szkola1.pl, Typ: Liceum ogólnokształcące,AleksandrówKujawski
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH,, http://, Typ: Liceum ogólnokształcące,SępólnoKrajeńskie
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, zslasinsekretariat@wp.pl, http://www.jagiellonczyklasin.edu.pl, Typ: Liceum ogólnokształcące,Łasin
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, zspotulice1@wp.pl, http://, Typ: Liceum ogólnokształcące,Potulice
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH,, http://www.skk.pl, Typ: Liceum ogólnokształcące,Toruń
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, zsskepe@gmail.com, http://zsskepe.pl, Typ: Liceum ogólnokształcące,Skępe
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, sekretariat@cku.torun.pl, http://www.cku.torun.pl, Typ: Liceum ogólnokształcące,Toruń
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, zsddgrudziadz@wp.pl, http://, Typ: Liceum ogólnokształcące,Grudziądz
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, biuro@ckpiuwabrzezno.internetdsl.pl, http://www.ckpiu.wabrzezno.internetdsl.pl, Typ: Liceum ogólnokształcące,Wąbrzeźno
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH "APIS", swiecie@apis.edu.pl, http://www.apis.edu.pl, Typ: Liceum ogólnokształcące,Świecie
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH "OSKAR" (3- LETNIE), sekretariat@zsm-swiecie.pl, http://www.zsm-swiecie.pl, Typ: Liceum ogólnokształcące,Świecie
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH "PASCAL" W BYDGOSZCZY, bydgoszcz@pascal.edu.pl, http://, Typ: Liceum ogólnokształcące,Bydgoszcz
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH "PASCAL" W GRUDZIĄDZU, grudziadz@pascal.edu.pl, http://www.pascal.edu.pl, Typ: Liceum ogólnokształcące,Grudziądz
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH "SIGMA" W GRUDZIĄDZU, stowjunak@wp.pl, http://zs1grudziadz.edupage.org, Typ: Liceum ogólnokształcące,Grudziądz
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH "ŻAK" W GRUDZIĄDZU, grudziadz@zak.edu.pl, http://, Typ: Liceum ogólnokształcące,Grudziądz
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH "ŻAK" W INOWROCŁAWIU,, http://zak.edu.pl, Typ: Liceum ogólnokształcące,Inowrocław
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH "ŻAK" WE WŁOCŁAWKU, wloclawek@zak.edu.pl, http://www.zak.edu.pl, Typ: Liceum ogólnokształcące,Włocławek
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH ALBERT W SOLCU KUJAWSKIM,, http://, Typ: Liceum ogólnokształcące,SolecKujawski
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH EDUKACJI INNOWACYJNEJ W BYDGOSZCZY, sekretariat.bydgoszcz@itp.pl, http://www.innowacyjna.itp.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH FUTURO, edukorlex@gmail.com, http://, Typ: Liceum ogólnokształcące,Włocławek
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH IM. LECHA WAŁĘSY W KOWALEWIE POMORSKIM, zskowalewopom@wp.pl, http://zs.kowalewo.pl, Typ: Liceum ogólnokształcące,KowalewoPomorskie
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH IM. ŚW. JANA PAWŁA II W KOWALU, sekretariatzs@vp.pl, http://www.zskowal.pl, Typ: Liceum ogólnokształcące,Kowal
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH PASCAL WE WŁOCŁAWKU, wloclawek@pascal.edu.pl, http://www.pascal.edu.pl, Typ: Liceum ogólnokształcące,Włocławek
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH TORUŃSKIEGO STOWARZYSZENIA POMOCY SZKOLE W TORUNIU, tsps@edukacja.torun.com.pl, http://www.edukacja.torun.com.pl, Typ: Liceum ogólnokształcące,Toruń
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH TOWARZYSTWA WIEDZY POWSZECHNEJ,, http://, Typ: Liceum ogólnokształcące,Strzelno
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH TOWARZYSTWA WIEDZY POWSZECHNEJ W BYDGOSZCZY, twp@twp.edu.pl, http://www.twp.edu.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W BONIEWIE, sce@sce.az.pl, http://www.sce.az.pl, Typ: Liceum ogólnokształcące,Boniewo
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W CENTRUM KSZTAŁCENIA USTAWICZNEGO IM. STEFANA ŻEROMSKIEGO W INOWROCŁAWIU,, http://, Typ: Liceum ogólnokształcące,Inowrocław
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W CHEŁMNIE, 1lochelmno@wp.pl, http://, Typ: Liceum ogólnokształcące,Chełmno
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W CHEŁMŻY, sekretariat.dyrektor@zsp-chelmza.pl, http://www.zsp-chelmza.pl, Typ: Liceum ogólnokształcące,Chełmża
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W CHODCZU, zsrchodecz@poczta.onet.pl, http://www.zespol-szkol.pl, Typ: Liceum ogólnokształcące,Chodecz
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W GNIEWKOWIE, lo.gniewkowo@gmail.com, http://, Typ: Liceum ogólnokształcące,Gniewkowo
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W GRONOWIE, szkola@zsgronowo.edu.pl, http://www.zsgronowo.edu.pl, Typ: Liceum ogólnokształcące,LubiczDolny
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W IZBICY KUJAWSKIEJ, loizbica@poczta.onet.pl, http://www.loizbica1.prv.pl, Typ: Liceum ogólnokształcące,IzbicaKujawska
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W KAROLEWIE W ZESPOLE SZKÓŁ AGRO-EKONOMICZNYCH IM. BRONISŁAWA ZAMOJDZINA W KAROLEWIE, zsae@wp.pl, http://zsae-karolewo.home.pl, Typ: Liceum ogólnokształcące,Dobrcz
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W KORONOWIE W ZESPOLE SZKÓŁ ZAWODOWYCH IM. GEN. STANISŁAWA MACZKA W KORONOWIE, sekretariat@zsz-koronowo.pl, http://zsz-koronowo.pl, Typ: Liceum ogólnokształcące,Koronowo
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W LUBASZCZU, zsp@zsplubaszcz.com, http://www.zsplubaszcz.com, Typ: Liceum ogólnokształcące,NakłonadNotecią
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W ŁABISZYNIE, zsbio.labiszyn@znin.pl, http://zsbiolabiszyn.znin.pl, Typ: Liceum ogólnokształcące,Łabiszyn
